AMEX60DD000001	ZFP37-ZNF568
AMEX60DD000755	ACACB
AMEX60DD000756	ACACB
AMEX60DD000757	ACACB
AMEX60DD000758	FOXN4
AMEX60DD000759	FOXN4
AMEX60DD000760	AMEX60DD000760
AMEX60DD000761	LOC111606693
AMEX60DD000762	AMEX60DD000762
AMEX60DD000763	KCTD10
AMEX60DD000764	UBE3B
AMEX60DD000765	AMEX60DD000765
AMEX60DD000766	N/A
AMEX60DD000767	AMEX60DD000767
AMEX60DD000768	AMEX60DD000768
AMEX60DD000769	UBE3B
AMEX60DD000770	AMEX60DD000770
AMEX60DD000771	LOC115100958-ALDH3B1
AMEX60DD000772	AMEX60DD000772
AMEX60DD000773	AMEX60DD000773
AMEX60DD000774	AMEX60DD000774
AMEX60DD000775	AMEX60DD000775
AMEX60DD000776	MMAB
AMEX60DD000777	MVK
AMEX60DD000778	LOC115821825
AMEX60DD000779	LOC108790302-ALDH3B1
AMEX60DD000780	UBE3B
AMEX60DD000781	GSONMT00062685001-ACACB
AMEX60DD000782	AMEX60DD000782
AMEX60DD000783	AMEX60DD000783
AMEX60DD000784	AMEX60DD000784
AMEX60DD000785	AMEX60DD000785
AMEX60DD000786	AMEX60DD000786
AMEX60DD000787	AMEX60DD000787
AMEX60DD000788	AMEX60DD000788
AMEX60DD000789	LOC108698892
AMEX60DD000790	AMEX60DD000790
AMEX60DD000791	AMEX60DD000791
AMEX60DD000792	AMEX60DD000792
AMEX60DD000793	AMEX60DD000793
AMEX60DD000794	ROHU_001488
AMEX60DD000795	FAM222A
AMEX60DD000796	AMEX60DD000796
AMEX60DD000797	AMEX60DD000797
AMEX60DD000798	AMEX60DD000798
AMEX60DD000799	AMEX60DD000799
AMEX60DD000800	AMEX60DD000800
AMEX60DD000801	AMEX60DD000801
AMEX60DD000802	TRPV4
AMEX60DD000803	AMEX60DD000803
AMEX60DD000804	GLTP
AMEX60DD000805	LOC108634846
AMEX60DD000806	N/A
AMEX60DD000807	CHK1
AMEX60DD000808	LOC100337476
AMEX60DD000809	LOC108176166
AMEX60DD000810	LOC257642
AMEX60DD000811	XELAEV_18029838MG
AMEX60DD000812	TCHP
AMEX60DD000813	LOC114552212
AMEX60DD000814	LOC115400030
AMEX60DD000815	GIT2
AMEX60DD000816	AMEX60DD000816
AMEX60DD000817	ANKRD13A
AMEX60DD000818	AMEX60DD000818
AMEX60DD000819	DR999_PMT02416
AMEX60DD000820	LLAP_20918-SLC6A4
AMEX60DD000821	LOC106484380
AMEX60DD000822	AMEX60DD000822
AMEX60DD000823	AMEX60DD000823
AMEX60DD000824	LOC116043362-LC27
AMEX60DD000825	XELAEV_18029838MG
AMEX60DD000826	CDH1D
AMEX60DD000827	AMEX60DD000827
AMEX60DD000828	SGSM1
AMEX60DD000829	AMEX60DD000829
AMEX60DD000830	TMEM211
AMEX60DD000831	KIAA1671
AMEX60DD000832	CRYBB3
AMEX60DD000833	DR999_PMT02511-CRYBB2
AMEX60DD000834	CRYBB2
AMEX60DD000835	AMEX60DD000835
AMEX60DD000836	AMEX60DD000836
AMEX60DD000837	AMEX60DD000837
AMEX60DD000838	AMEX60DD000838
AMEX60DD000839	LOC110512753-GRK3
AMEX60DD000840	LOC109067814-GRK3
AMEX60DD000841	GRK3
AMEX60DD000842	MYO18B
AMEX60DD000843	MYO18B
AMEX60DD000844	AMEX60DD000844
AMEX60DD000845	AMEX60DD000845
AMEX60DD000846	ASPHD2
AMEX60DD000847	LOC115073103
AMEX60DD000848	HPS4
AMEX60DD000849	AMEX60DD000849
AMEX60DD000850	SRRD
AMEX60DD000851	LOC115479550-CLUH
AMEX60DD000852	AMEX60DD000852
AMEX60DD000853	AMEX60DD000853
AMEX60DD000854	AMEX60DD000854
AMEX60DD000855	AMEX60DD000855
AMEX60DD000856	AMEX60DD000856
AMEX60DD000857	AMEX60DD000857
AMEX60DD000858	AMEX60DD000858
AMEX60DD000859	CRYBB1
AMEX60DD000860	CRYBA4
AMEX60DD000861	LOC115480570-RDH14
AMEX60DD000862	TPST2
AMEX60DD000863	AMEX60DD000863
AMEX60DD000864	TCHP
AMEX60DD000865	AMEX60DD000865
AMEX60DD000866	AMEX60DD000866
AMEX60DD000867	AMEX60DD000867
AMEX60DD000868	AMEX60DD000868
AMEX60DD000869	AMEX60DD000869
AMEX60DD000870	AMEX60DD000870
AMEX60DD000871	AMEX60DD000871
AMEX60DD000872	AMEX60DD000872
AMEX60DD000873	AMEX60DD000873
AMEX60DD000874	AMEX60DD000874
AMEX60DD000875	ROHU_030003-NYNRIN
AMEX60DD000876	DR999_PMT16457-CCDC159
AMEX60DD000877	N/A
AMEX60DD000878	AMEX60DD000878
AMEX60DD000879	AMEX60DD000879
AMEX60DD000880	LOC102745769-H2BC18
AMEX60DD000881	LOC112106605-CHUK
AMEX60DD000882	AMEX60DD000882
AMEX60DD000883	AMEX60DD000883
AMEX60DD000884	PARPI_0034322-TUBA3C
AMEX60DD000885	AMEX60DD000885
AMEX60DD000886	AMEX60DD000886
AMEX60DD000887	AMEX60DD000887
AMEX60DD000888	MN1
AMEX60DD000889	AMEX60DD000889
AMEX60DD000890	AMEX60DD000890
AMEX60DD000891	PITPNB
AMEX60DD000892	PITPNB
AMEX60DD000893	AMEX60DD000893
AMEX60DD000894	AMEX60DD000894
AMEX60DD000895	AMEX60DD000895
AMEX60DD000896	TTC28
AMEX60DD000897	AMEX60DD000897
AMEX60DD000898	AMEX60DD000898
AMEX60DD000899	LOC103796406
AMEX60DD000900	CHEK2
AMEX60DD000901	AMEX60DD000901
AMEX60DD000902	LOC112104526-SLC2A9
AMEX60DD000903	LOC115479886-APLNR
AMEX60DD000904	APLNR
AMEX60DD000905	LOC115100770-RABGEF1
AMEX60DD000906	MORC2
AMEX60DD000907	AMEX60DD000907
AMEX60DD000908	AMEX60DD000908
AMEX60DD000909	SMTN
AMEX60DD000910	AMEX60DD000910
AMEX60DD000911	SELENOM
AMEX60DD000912	AMEX60DD000912
AMEX60DD000913	INPP5J
AMEX60DD000914	LOC113746826-LOC105373926
AMEX60DD000915	LOC113746826-LOC105373926
AMEX60DD000916	AMEX60DD000916
AMEX60DD000917	LOC115635630
AMEX60DD000918	AMEX60DD000918
AMEX60DD000919	PLA2G3
AMEX60DD000920	LOC102356815-OAS3
AMEX60DD000921	LOC102567000-OASL
AMEX60DD000922	LOC115479913-OAS3
AMEX60DD000923	LOC115073459
AMEX60DD000924	AMEX60DD000924
AMEX60DD000925	LOC115073459
AMEX60DD000926	LOC115073459
AMEX60DD000927	OAS3
AMEX60DD000928	Z043_110971-P2RX2
AMEX60DD000929	N/A
AMEX60DD000930	TEP1
AMEX60DD000931	AMEX60DD000931
AMEX60DD000932	AMEX60DD000932
AMEX60DD000933	POLE
AMEX60DD000934	AMEX60DD000934
AMEX60DD000935	AMEX60DD000935
AMEX60DD000936	LOC109072652
AMEX60DD000937	GAL3ST1
AMEX60DD000938	LOC115077192
AMEX60DD000939	LOC112107679-ZP3
AMEX60DD000940	LOC112060228-ZP3
AMEX60DD000941	MTFP1
AMEX60DD000942	SEC14L2
AMEX60DD000943	AMEX60DD000943
AMEX60DD000944	LOC112587105
AMEX60DD000945	AMEX60DD000945
AMEX60DD000946	CCDC157
AMEX60DD000947	AMEX60DD000947
AMEX60DD000948	SF3A1
AMEX60DD000949	TBC1D10A
AMEX60DD000950	N/A
AMEX60DD000951	LOC113837993
AMEX60DD000952	CASTOR1
AMEX60DD000953	LOC115073421
AMEX60DD000954	AMEX60DD000954
AMEX60DD000955	AMEX60DD000955
AMEX60DD000956	LIF
AMEX60DD000957	AMEX60DD000957
AMEX60DD000958	AMEX60DD000958
AMEX60DD000959	HORMAD2
AMEX60DD000960	HORMAD2
AMEX60DD000961	AMEX60DD000961
AMEX60DD000962	LOC115100538
AMEX60DD000963	MTMR3
AMEX60DD000964	TMEM62
AMEX60DD000965	ASCC2
AMEX60DD000966	ASCC2
AMEX60DD000967	AMEX60DD000967
AMEX60DD000968	ZMAT5
AMEX60DD000969	AMEX60DD000969
AMEX60DD000970	LOC115479895-CABP7
AMEX60DD000971	CABP7
AMEX60DD000972	AMEX60DD000972
AMEX60DD000973	AMEX60DD000973
AMEX60DD000974	AMEX60DD000974
AMEX60DD000975	AMEX60DD000975
AMEX60DD000976	NF2
AMEX60DD000977	AMEX60DD000977
AMEX60DD000978	ROHU_019343
AMEX60DD000979	AMEX60DD000979
AMEX60DD000980	AMEX60DD000980
AMEX60DD000981	LOC105357518-NIPSNAP1
AMEX60DD000982	AMEX60DD000982
AMEX60DD000983	LOC111947684
AMEX60DD000984	AMEX60DD000984
AMEX60DD000985	AMEX60DD000985
AMEX60DD000986	AMEX60DD000986
AMEX60DD000987	THOC5
AMEX60DD000988	NEFH
AMEX60DD000989	LOC115100900
AMEX60DD000990	LOC115084588
AMEX60DD000991	LOC115100900
AMEX60DD000992	E1301_TTI005140
AMEX60DD000993	AMEX60DD000993
AMEX60DD000994	AMEX60DD000994
AMEX60DD000995	AMEX60DD000995
AMEX60DD000996	RASL10A-RASL10B
AMEX60DD000997	GAS2L1
AMEX60DD000998	AMEX60DD000998
AMEX60DD000999	AMEX60DD000999
AMEX60DD001000	AMEX60DD001000
AMEX60DD001001	RHBDD3
AMEX60DD001002	AMEX60DD001002
AMEX60DD001003	AMEX60DD001003
AMEX60DD001004	EMID1
AMEX60DD001005	AMEX60DD001005
AMEX60DD001006	AMEX60DD001006
AMEX60DD001007	AMEX60DD001007
AMEX60DD001008	DTX1
AMEX60DD001009	AMEX60DD001009
AMEX60DD001010	AMEX60DD001010
AMEX60DD001011	RASAL1
AMEX60DD001012	AMEX60DD001012
AMEX60DD001013	AMEX60DD001013
AMEX60DD001014	AMEX60DD001014
AMEX60DD001015	CFAP73-CCDC42
AMEX60DD001016	AMEX60DD001016
AMEX60DD001017	DDX54
AMEX60DD001018	AMEX60DD001018
AMEX60DD001019	RITA1
AMEX60DD001020	IQCD
AMEX60DD001021	LOC113837993
AMEX60DD001022	LOC113837993
AMEX60DD001023	LOC100336617
AMEX60DD001024	LOC100336617
AMEX60DD001025	LOC113837993
AMEX60DD001026	N/A
AMEX60DD001027	PARPI_0016114
AMEX60DD001028	TPCN1
AMEX60DD001029	AMEX60DD001029
AMEX60DD001030	SLC8B1
AMEX60DD001031	PLBD2
AMEX60DD001032	DR999_PMT12787
AMEX60DD001033	SDSL
AMEX60DD001034	AMEX60DD001034
AMEX60DD001035	AMEX60DD001035
AMEX60DD001036	AMEX60DD001036
AMEX60DD001037	LHX5
AMEX60DD001038	AMEX60DD001038
AMEX60DD001039	LOC108717408
AMEX60DD001040	RBM19
AMEX60DD001041	AMEX60DD001041
AMEX60DD001042	AMEX60DD001042
AMEX60DD001043	AMEX60DD001043
AMEX60DD001044	AMEX60DD001044
AMEX60DD001045	AMEX60DD001045
AMEX60DD001046	TXNL4B
AMEX60DD001047	AMEX60DD001047
AMEX60DD001048	AMEX60DD001048
AMEX60DD001049	LOC112547415
AMEX60DD001050	TBX5
AMEX60DD001051	AMEX60DD001051
AMEX60DD001052	AMEX60DD001052
AMEX60DD001053	AMEX60DD001053
AMEX60DD001054	TBX5
AMEX60DD001055	AMEX60DD001055
AMEX60DD001056	TBX3
AMEX60DD001057	AMEX60DD001057
AMEX60DD001058	AMEX60DD001058
AMEX60DD001059	AMEX60DD001059
AMEX60DD001060	TMEM167A
AMEX60DD001061	AMEX60DD001061
AMEX60DD001062	AMEX60DD001062
AMEX60DD001063	AMEX60DD001063
AMEX60DD001064	AMEX60DD001064
AMEX60DD001065	AMEX60DD001065
AMEX60DD001066	AMEX60DD001066
AMEX60DD001067	MED13L
AMEX60DD001068	NUP133-ACTC1
AMEX60DD001069	AMEX60DD001069
AMEX60DD001070	MED13L
AMEX60DD001071	AMEX60DD001071
AMEX60DD001072	C11H12ORF49-C12ORF49
AMEX60DD001073	RNFT2
AMEX60DD001074	LOC115478516
AMEX60DD001075	D4764_17G0000900
AMEX60DD001076	AMEX60DD001076
AMEX60DD001077	AMEX60DD001077
AMEX60DD001078	DR999_PMT12752-FBXW8
AMEX60DD001079	TESC
AMEX60DD001080	AMEX60DD001080
AMEX60DD001081	AMEX60DD001081
AMEX60DD001082	AMEX60DD001082
AMEX60DD001083	FBXO21
AMEX60DD001084	NOS1
AMEX60DD001085	AMEX60DD001085
AMEX60DD001086	AMEX60DD001086
AMEX60DD001087	LOC115816455
AMEX60DD001088	KSR2
AMEX60DD001089	KSR2
AMEX60DD001090	AMEX60DD001090
AMEX60DD001091	RFC5
AMEX60DD001092	WSB2
AMEX60DD001093	AMEX60DD001093
AMEX60DD001094	VSIG10
AMEX60DD001095	AMEX60DD001095
AMEX60DD001096	AMEX60DD001096
AMEX60DD001097	AMEX60DD001097
AMEX60DD001098	SLC66A1L-SLC66A1
AMEX60DD001099	E1301_TTI023775
AMEX60DD001100	AMEX60DD001100
AMEX60DD001101	AMEX60DD001101
AMEX60DD001102	LOC112944919
AMEX60DD001103	LOC102935661
AMEX60DD001104	LOC102935661
AMEX60DD001105	AMEX60DD001105
AMEX60DD001106	AMEX60DD001106
AMEX60DD001107	AMEX60DD001107
AMEX60DD001108	AMEX60DD001108
AMEX60DD001109	AMEX60DD001109
AMEX60DD001110	AMEX60DD001110
AMEX60DD001111	AMEX60DD001111
AMEX60DD001112	AMEX60DD001112
AMEX60DD001113	LOC107385082
AMEX60DD001114	FANCL
AMEX60DD001115	AMEX60DD001115
AMEX60DD001116	AMEX60DD001116
AMEX60DD001117	AMEX60DD001117
AMEX60DD001118	PEBP1
AMEX60DD001119	ROHU_007131
AMEX60DD001120	AMEX60DD001120
AMEX60DD001121	PEBP1
AMEX60DD001122	AMEX60DD001122
AMEX60DD001123	LOC104567827-TAOK3
AMEX60DD001124	AMEX60DD001124
AMEX60DD001125	AMEX60DD001125
AMEX60DD001126	AMEX60DD001126
AMEX60DD001127	AMEX60DD001127
AMEX60DD001128	SUDS3
AMEX60DD001129	OJAV_G00236990
AMEX60DD001130	AMEX60DD001130
AMEX60DD001131	AMEX60DD001131
AMEX60DD001132	AMEX60DD001132
AMEX60DD001133	AMEX60DD001133
AMEX60DD001134	AMEX60DD001134
AMEX60DD001135	AMEX60DD001135
AMEX60DD001136	AMEX60DD001136
AMEX60DD001137	AMEX60DD001137
AMEX60DD001138	AMEX60DD001138
AMEX60DD001139	AMEX60DD001139
AMEX60DD001140	AMEX60DD001140
AMEX60DD001141	LOC100336828
AMEX60DD001142	LOC109290323-SRRM4
AMEX60DD001143	AMEX60DD001143
AMEX60DD001144	HSPB8
AMEX60DD001145	HSP27-HSPB1
AMEX60DD001146	CCDC60
AMEX60DD001147	AMEX60DD001147
AMEX60DD001148	AMEX60DD001148
AMEX60DD001149	KREMEN1
AMEX60DD001150	AMEX60DD001150
AMEX60DD001151	ZNRF3-KIAA1133
AMEX60DD001152	AMEX60DD001152
AMEX60DD001153	AMEX60DD001153
AMEX60DD001154	AMEX60DD001154
AMEX60DD001155	N/A
AMEX60DD001156	AMEX60DD001156
AMEX60DD001157	AMEX60DD001157
AMEX60DD001158	XBP1
AMEX60DD001159	AMEX60DD001159
AMEX60DD001160	AMEX60DD001160
AMEX60DD001161	AMEX60DD001161
AMEX60DD001162	TCN2
AMEX60DD001163	LOC108717117-SLC35E4
AMEX60DD001164	AMEX60DD001164
AMEX60DD001165	LOC106704024
AMEX60DD001166	LOC115072923-SYNRG
AMEX60DD001167	AMEX60DD001167
AMEX60DD001168	OSBP2
AMEX60DD001169	LOC101590776
AMEX60DD001170	AMEX60DD001170
AMEX60DD001171	OSBP2
AMEX60DD001172	AMEX60DD001172
AMEX60DD001173	LOC100493526
AMEX60DD001174	LOC113406115-LOC105373926
AMEX60DD001175	COPE
AMEX60DD001176	LOC101937899
AMEX60DD001177	AMEX60DD001177
AMEX60DD001178	AMEX60DD001178
AMEX60DD001179	LZTR1
AMEX60DD001180	AMEX60DD001180
AMEX60DD001181	LOC115100799-DGCR6
AMEX60DD001182	AMEX60DD001182
AMEX60DD001183	TAB3
AMEX60DD001184	NDUFB1
AMEX60DD001185	AMEX60DD001185
AMEX60DD001186	AMEX60DD001186
AMEX60DD001187	AMEX60DD001187
AMEX60DD001188	LOC115479634
AMEX60DD001189	SLC7A4
AMEX60DD001190	AMEX60DD001190
AMEX60DD001191	LRRC74B
AMEX60DD001192	AMEX60DD001192
AMEX60DD001193	AMEX60DD001193
AMEX60DD001194	AMEX60DD001194
AMEX60DD001195	LOC106732742
AMEX60DD001196	AMEX60DD001196
AMEX60DD001197	AMEX60DD001197
AMEX60DD001198	AMEX60DD001198
AMEX60DD001199	PROM2
AMEX60DD001200	PROM2
AMEX60DD001201	KCNIP3
AMEX60DD001202	AMEX60DD001202
AMEX60DD001203	GPAT2
AMEX60DD001204	GPAT2
AMEX60DD001205	GPAT2
AMEX60DD001206	AMEX60DD001206
AMEX60DD001207	ADRA2B
AMEX60DD001208	AMEX60DD001208
AMEX60DD001209	STARD7
AMEX60DD001210	AMEX60DD001210
AMEX60DD001211	CIAO1
AMEX60DD001212	TMEM127
AMEX60DD001213	SNRNP200
AMEX60DD001214	LOC113962762-SNRNP200
AMEX60DD001215	LOC115094109-HARBI1
AMEX60DD001216	ITPRIPL1
AMEX60DD001217	NCAPH
AMEX60DD001218	PARPI_0007353
AMEX60DD001219	AMEX60DD001219
AMEX60DD001220	AMEX60DD001220
AMEX60DD001221	AMEX60DD001221
AMEX60DD001222	NEURL3
AMEX60DD001223	ARID5A
AMEX60DD001224	KANSL3
AMEX60DD001225	AMEX60DD001225
AMEX60DD001226	AMEX60DD001226
AMEX60DD001227	AMEX60DD001227
AMEX60DD001228	LOC102938361-DYSF
AMEX60DD001229	AMEX60DD001229
AMEX60DD001230	AMEX60DD001230
AMEX60DD001231	N/A
AMEX60DD001232	LOC105903676
AMEX60DD001233	AMEX60DD001233
AMEX60DD001234	LMAN2L
AMEX60DD001235	CNNM4
AMEX60DD001236	CNNM3
AMEX60DD001237	N/A
AMEX60DD001238	ANKRD23-ANKRD1
AMEX60DD001239	AMEX60DD001239
AMEX60DD001240	ANKRD39
AMEX60DD001241	SEMA4C
AMEX60DD001242	AMEX60DD001242
AMEX60DD001243	D9C73_028124
AMEX60DD001244	AMEX60DD001244
AMEX60DD001245	AMEX60DD001245
AMEX60DD001246	LOC114447202-COX5B
AMEX60DD001247	ACTR1B
AMEX60DD001248	LOC100563753-MARCHF5
AMEX60DD001249	PARPI_0027357
AMEX60DD001250	AMEX60DD001250
AMEX60DD001251	LOC110391220
AMEX60DD001252	LOC115468077-NPY1R
AMEX60DD001253	AMEX60DD001253
AMEX60DD001254	AMEX60DD001254
AMEX60DD001255	PURB
AMEX60DD001256	LOC104828904-H2AZ2
AMEX60DD001257	AMEX60DD001257
AMEX60DD001258	AMEX60DD001258
AMEX60DD001259	AMEX60DD001259
AMEX60DD001260	B3GALT2
AMEX60DD001261	AMEX60DD001261
AMEX60DD001262	AMEX60DD001262
AMEX60DD001263	VAMP5
AMEX60DD001264	PHYPO_G00144010
AMEX60DD001265	AMEX60DD001265
AMEX60DD001266	AMEX60DD001266
AMEX60DD001267	RNF181
AMEX60DD001268	AMEX60DD001268
AMEX60DD001269	TMEM150A
AMEX60DD001270	AMEX60DD001270
AMEX60DD001271	AMEX60DD001271
AMEX60DD001272	AMEX60DD001272
AMEX60DD001273	AMEX60DD001273
AMEX60DD001274	USP39
AMEX60DD001275	LOC115469246
AMEX60DD001276	LOC115469247-PSAP
AMEX60DD001277	AMEX60DD001277
AMEX60DD001278	AMEX60DD001278
AMEX60DD001279	AMEX60DD001279
AMEX60DD001280	AMEX60DD001280
AMEX60DD001281	AMEX60DD001281
AMEX60DD001282	AMEX60DD001282
AMEX60DD001283	AMEX60DD001283
AMEX60DD001284	AMEX60DD001284
AMEX60DD001285	AMEX60DD001285
AMEX60DD001286	LOC115469253-IL1B
AMEX60DD001287	LOC115469253-IL1B
AMEX60DD001288	CKAP2L
AMEX60DD001289	AMEX60DD001289
AMEX60DD001290	AMEX60DD001290
AMEX60DD001291	AMEX60DD001291
AMEX60DD001292	LOC115092864
AMEX60DD001293	AMEX60DD001293
AMEX60DD001294	AMEX60DD001294
AMEX60DD001295	AMEX60DD001295
AMEX60DD001296	AMEX60DD001296
AMEX60DD001297	XELAEV_18009995MG
AMEX60DD001298	AMEX60DD001298
AMEX60DD001299	AMEX60DD001299
AMEX60DD001300	AMEX60DD001300
AMEX60DD001301	SLC20A1
AMEX60DD001302	N/A
AMEX60DD001303	LOC102350047-SEC24C
AMEX60DD001304	AMEX60DD001304
AMEX60DD001305	LOC115099598-CCDC150
AMEX60DD001306	AMEX60DD001306
AMEX60DD001307	AMEX60DD001307
AMEX60DD001308	AMEX60DD001308
AMEX60DD001309	AMEX60DD001309
AMEX60DD001310	AMEX60DD001310
AMEX60DD001311	NUDCD3
AMEX60DD001312	AMEX60DD001312
AMEX60DD001313	AMEX60DD001313
AMEX60DD001314	AB205_0084520
AMEX60DD001315	OGDH
AMEX60DD001316	LOC103800651-OGDH
AMEX60DD001317	E2I00_017014-OGDH
AMEX60DD001318	AMEX60DD001318
AMEX60DD001319	LOC108785592
AMEX60DD001320	AMEX60DD001320
AMEX60DD001321	LOC115092442-MCHR1
AMEX60DD001322	AMEX60DD001322
AMEX60DD001323	AMEX60DD001323
AMEX60DD001324	PGAM2
AMEX60DD001325	AMEX60DD001325
AMEX60DD001326	PARPI_0010863-PGAM1
AMEX60DD001327	AMEX60DD001327
AMEX60DD001328	AMEX60DD001328
AMEX60DD001329	AMEX60DD001329
AMEX60DD001330	LOC108785592
AMEX60DD001331	LOC111571239
AMEX60DD001332	AMEX60DD001332
AMEX60DD001333	AMEX60DD001333
AMEX60DD001334	LOC113138288
AMEX60DD001335	ZMIZ2
AMEX60DD001336	AMEX60DD001336
AMEX60DD001337	AMEX60DD001337
AMEX60DD001338	AMEX60DD001338
AMEX60DD001339	AMEX60DD001339
AMEX60DD001340	LOC112545154
AMEX60DD001341	OGDH
AMEX60DD001342	AMEX60DD001342
AMEX60DD001343	TMED4
AMEX60DD001344	AMEX60DD001344
AMEX60DD001345	DDX56
AMEX60DD001346	DDX56
AMEX60DD001347	LOC115092844
AMEX60DD001348	AMEX60DD001348
AMEX60DD001349	AMEX60DD001349
AMEX60DD001350	AMEX60DD001350
AMEX60DD001351	NPC1L1
AMEX60DD001352	NPC1L1
AMEX60DD001353	AMEX60DD001353
AMEX60DD001354	LOC115092844
AMEX60DD001355	YKT6
AMEX60DD001356	N/A
AMEX60DD001357	GCK
AMEX60DD001358	MPHOSPH10
AMEX60DD001359	MYL7
AMEX60DD001360	LOC104467652-GCK
AMEX60DD001361	POLD2
AMEX60DD001362	AEBP1
AMEX60DD001363	AMEX60DD001363
AMEX60DD001364	Y956_11202
AMEX60DD001365	AMEX60DD001365
AMEX60DD001366	DBNL
AMEX60DD001367	UBE2D1
AMEX60DD001368	AMEX60DD001368
AMEX60DD001369	TCF7L1
AMEX60DD001370	AMEX60DD001370
AMEX60DD001371	AMEX60DD001371
AMEX60DD001372	AMEX60DD001372
AMEX60DD001373	AMEX60DD001373
AMEX60DD001374	BAYA_14209
AMEX60DD001375	AMEX60DD001375
AMEX60DD001376	TGOLN2
AMEX60DD001377	LOC112551351
AMEX60DD001378	LOC112551351
AMEX60DD001379	LOC115092832
AMEX60DD001380	LOC115092812-RETSAT
AMEX60DD001381	LOC115468086-RETSAT
AMEX60DD001382	DUSP11
AMEX60DD001383	STAMBP
AMEX60DD001384	CB1_000252031-ACTG2
AMEX60DD001385	CUNH2ORF42-C2ORF42
AMEX60DD001386	N/A
AMEX60DD001387	TIA1
AMEX60DD001388	PCYOX1
AMEX60DD001389	SNRPG
AMEX60DD001390	FAM136A
AMEX60DD001391	AMEX60DD001391
AMEX60DD001392	TGFA
AMEX60DD001393	AMEX60DD001393
AMEX60DD001394	OJAV_G00236990
AMEX60DD001395	AMEX60DD001395
AMEX60DD001396	AMEX60DD001396
AMEX60DD001397	QRFPR
AMEX60DD001398	AMEX60DD001398
AMEX60DD001399	GMCL1
AMEX60DD001400	ANXA4
AMEX60DD001401	AAK1
AMEX60DD001402	NFU1
AMEX60DD001403	GFPT1
AMEX60DD001404	ANTXR1
AMEX60DD001405	LOC115469338-GKN1
AMEX60DD001406	LOC115091615-GKN2
AMEX60DD001407	LOC115469338-GKN1
AMEX60DD001408	LOC115469338-GKN1
AMEX60DD001409	GKN1
AMEX60DD001410	GKN1
AMEX60DD001411	AMEX60DD001411
AMEX60DD001412	LOC115091618-GKN1
AMEX60DD001413	AB205_0084520
AMEX60DD001414	AB205_0084520-GKN1
AMEX60DD001415	BMP10
AMEX60DD001416	ARHGAP25
AMEX60DD001417	CDS2
AMEX60DD001418	PCNA
AMEX60DD001419	TMEM230
AMEX60DD001420	SLC23A2
AMEX60DD001421	RASSF2
AMEX60DD001422	PRNP
AMEX60DD001423	AMEX60DD001423
AMEX60DD001424	AMEX60DD001424
AMEX60DD001425	AMEX60DD001425
AMEX60DD001426	AMEX60DD001426
AMEX60DD001427	AMEX60DD001427
AMEX60DD001428	AMEX60DD001428
AMEX60DD001429	AMEX60DD001429
AMEX60DD001430	AMEX60DD001430
AMEX60DD001431	AMEX60DD001431
AMEX60DD001432	AMEX60DD001432
AMEX60DD001433	AMEX60DD001433
AMEX60DD001434	LRRTM4
AMEX60DD001435	AMEX60DD001435
AMEX60DD001436	AAES_74569-LRRTM4
AMEX60DD001437	AMEX60DD001437
AMEX60DD001438	AMEX60DD001438
AMEX60DD001439	AMEX60DD001439
AMEX60DD001440	AMEX60DD001440
AMEX60DD001441	AMEX60DD001441
AMEX60DD001442	LOC103092306
AMEX60DD001443	HNRNPL
AMEX60DD001444	LOC100336636
AMEX60DD001445	AMEX60DD001445
AMEX60DD001446	ROHU_028321
AMEX60DD001447	AMEX60DD001447
AMEX60DD001448	AMEX60DD001448
AMEX60DD001449	ADRA1A
AMEX60DD001450	DPYSL2
AMEX60DD001451	AMEX60DD001451
AMEX60DD001452	AMEX60DD001452
AMEX60DD001453	AMEX60DD001453
AMEX60DD001454	PARPI_0023346-CYP2B6
AMEX60DD001455	AMEX60DD001455
AMEX60DD001456	AMEX60DD001456
AMEX60DD001457	AMEX60DD001457
AMEX60DD001458	DPX16_21124
AMEX60DD001459	LOC115099602-CYP2J2
AMEX60DD001460	AMEX60DD001460
AMEX60DD001461	LOC115099359-CYP2J2
AMEX60DD001462	AMEX60DD001462
AMEX60DD001463	AMEX60DD001463
AMEX60DD001464	AMEX60DD001464
AMEX60DD001465	AMEX60DD001465
AMEX60DD001466	LOC106702273-ENV
AMEX60DD001467	MTERF4
AMEX60DD001468	LOC115099359-CYP2J2
AMEX60DD001469	AMEX60DD001469
AMEX60DD001470	AMEX60DD001470
AMEX60DD001471	AMEX60DD001471
AMEX60DD001472	LOC115099602-CYP2J2
AMEX60DD001473	LOC115099359-CYP2J2
AMEX60DD001474	AMEX60DD001474
AMEX60DD001475	CAPN10
AMEX60DD001476	AMEX60DD001476
AMEX60DD001477	CAPN10
AMEX60DD001478	AMEX60DD001478
AMEX60DD001479	AMEX60DD001479
AMEX60DD001480	LLAP_10202-RNPEPL1
AMEX60DD001481	RNPEPL1
AMEX60DD001482	ABCC5
AMEX60DD001483	LOC103174533
AMEX60DD001484	AMEX60DD001484
AMEX60DD001485	AMEX60DD001485
AMEX60DD001486	LOC115099600-HTR3E
AMEX60DD001487	EIF2B5
AMEX60DD001488	AMEX60DD001488
AMEX60DD001489	LOC100336828
AMEX60DD001490	AMEX60DD001490
AMEX60DD001491	AMEX60DD001491
AMEX60DD001492	DVL3
AMEX60DD001493	AMEX60DD001493
AMEX60DD001494	AB205_0208550-POMK
